Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Taxonomic lineage IDs (GENUS)	Taxonomic lineage IDs (SPECIES)	KEGG	KO	EC number	COG ID	MP1	MP2	MP3	MP4
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1440		2.7.13.3	COG2202				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG3905				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0962							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.1.169	COG1829				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K04486,K04486,K04477,K04477	3.1.3.15	COG1387				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1737		1.7.1.4	COG1251				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1736							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1122		1.13.11.8	COG2078				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3519			COG4584				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2011			COG3585				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2070							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0419	K07669,K07669,K07669,K07669,K03407,K00936,K07669,K00936,K07657,K02483	3.1.1.61	COG0745				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0609							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2346	K07144		COG2054				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0268							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1961			COG1033				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1062							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2313							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0197	K02034	3.6.3.24	COG1173				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0018		3.4.24.-	COG3291				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1338	K01809,K01809	2.7.7.13	COG0662				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2813		2.7.4.3	COG1680				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2531	K00013	1.1.1.23	COG0141				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1520							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01227	3.6.3.25	COG2433				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1224	K01676		COG5464				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3538		3.6.3.-	COG1132				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0043			COG5421				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2665	K00599	2.1.1.182	COG0030				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1113		2.1.3.3	COG0078				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2289							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01971,K01138,K03546	1.14.99.29	COG1413				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2448		3.5.1.28	COG2512				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1539							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0809	K06885	6.3.2.6	COG1078				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01971,K01138,K03546	1.14.99.29	COG1413				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1512							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0860,mcj:MCON_0868							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0056							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.4.9	COG0125				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2118	K08678	2.1.1.228	COG0451				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0042							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2052							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG4978				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0257							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0942							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1856	K01153	3.1.21.3	COG0610				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2129		2.4.1.-	COG0438				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1751		3.6.-.-	COG4938				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2692							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.5.1.129	COG0163				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2054	K02030	3.1.4.17	COG0834				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0185							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2483			COG1400				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2377			COG2244				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2459	K03147	1.6.5.3	COG0422				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.4.11.2	COG4591				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1774							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1772							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0726							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2048		1.4.3.4	COG4640				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			1.6.5.3	COG1145				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2271							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0124	K00575	2.1.1.80	COG1352				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0122	K16639	3.1.2.6	COG0491				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1198							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1875							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3548							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0691	K07321		COG3640				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0975		2.7.6.1	COG0462				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0658	K01529,K01529,K01529,K01529	3.6.4.12	COG2865				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0278		3.6.3.34	COG0609				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0868	K06196						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3064							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0040		1.1.1.205	COG2345				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2891	K06990		COG1355				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3436		1.2.99.5	COG1720				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3444	K00796	2.5.1.15	COG0294				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1083		2.3.1.-	COG1545				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3001							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG1857				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2451		3.6.4.6	COG0464				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0140							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0668		4.99.1.3	COG2138				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01736	4.2.3.5	COG0082				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2136	K01784	2.1.1.228	COG0451				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3099							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0089,mcj:MCON_2803	K01006,K01951		COG2963				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0700							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2318			COG3247				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0207		2.1.1.190	COG2265				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0899							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0898	K03408						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2764							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2745							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00299	1.18.1.1	COG0655				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1558			COG3388				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1550			COG3390				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1463							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2711	K07496						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1277	K02346		COG2161				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0579							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0546							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2088							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2083	K24956		COG1371				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2100	K06384		COG1300				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K04035,K04035,K04035,K00540	4.-.-.-	COG1032				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0713							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0715	K07459	3.6.3.25	COG3593				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3219							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2608	K06889	3.1.1.5	COG2267				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1270		3.1.6.-	COG2015				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2291							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1198	K00688	3.4.22.-	COG4249				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2208							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2207							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0137							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0160		2.7.13.3					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3457							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0520	K05773		COG4662				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2206							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1666							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1668							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2348	K06196						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2363	K07246	1.1.1.85	COG0473				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2415			COG5640				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0317	K12132	2.7.11.1	COG0515				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00359	3.6.1.22	COG0569				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2325							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0673		3.1.2.6	COG0491				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1842							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1839							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1858							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2633	K07721		COG1777				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.3.1.51	COG2814				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2663	K01537	3.6.3.8	COG0474				
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1959							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0589							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0293		3.6.3.25	COG3593				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0957	K02500	4.3.2.10	COG0107				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1227							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1247							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01423,K01423,K01055	3.6.1.-	COG0596				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.3.1.234,2.7.11.1	COG0533				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0629							
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1015							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.8.25	COG1767				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0611			COG1873				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2851							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0043							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2698							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0822							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2735	K07050	6.1.1.7	COG2872				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1069	K00583	2.1.1.86					
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1070	K00582	2.1.1.86					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3088	K09691						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3089	K09690		COG1682				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1420		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1649		2.7.13.3	COG0642				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1632							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0107	K07112						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0468		1.1.1.1	COG1012				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0993							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1761							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0701	K07079	1.1.1.274	COG1453				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1293							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1292							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0989							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2536		3.4.24.-	COG1994				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1895		2.1.1.72	COG1002				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0666		2.7.8.25	COG1767				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0721		3.5.1.98	COG0123				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0121		5.4.99.9	COG1232				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2045			COG1733				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2034		2.7.7.47	COG2442				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0070	K03151	2.8.1.4	COG0301				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0535	K06915	3.6.4.1	COG0433				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1394							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0750							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2777							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2776							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1826							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1755							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2857			COG1967				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1273		1.6.5.3	COG1905				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0597		3.4.24.-	COG3291				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0202	K00100,K00100,K07007,K07007,K07007,K07007,K07007,K07007	1.4.3.16	COG2081				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1678	K01488	3.5.4.4	COG1816				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1679							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0192	K03498						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0089	K01677	4.2.1.2					
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1246							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0297	K23255						
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0487	K01532,K01533,K01533,K01533	3.6.3.-	COG2217				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2699							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			1.12.98.1	COG3350				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1347		2.4.2.28	COG1846				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2789							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0477	K07448	3.6.4.1	COG1715				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1513							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2227							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1235		3.1.2.6	COG0491				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0932							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0489							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3075		2.7.7.24	COG1209				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3074		5.1.3.13	COG1898				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1707	K01880	6.1.1.14	COG0423				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1150		2.4.2.6	COG3613				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1152							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG0730				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG4128				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1870							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00265	1.6.5.3	COG0070				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1934	K00077	1.1.1.169	COG1893				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0024							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2887	K12574	3.1.-.-	COG0595				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3068		3.6.1.7	COG1254				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3414							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2354	K06989	1.4.1.21	COG1712				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1118		1.8.1.-	COG0543				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0981							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2706							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2491	K01069	2.8.1.1	COG0607				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0617		1.14.99.29	COG1413				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2749		4.6.1.1	COG3706				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2975			COG2454				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1949							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0495	K07496,K07496,K07496,K07496,K07496,K07496,K07496,K07496,K07496		COG0675				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2056							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0992							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0746							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0044	K02217	1.16.3.1	COG1528				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K02040,K02040,K02040,K02040,K02040,K02040,K02040,K02040,K02040,K02040	2.6.1.42	COG0226				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0709							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3010		4.2.1.44	COG1082				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1964	K02238						
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2979	K06939	1.6.5.3	COG2000				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2978		1.-.-.-	COG1900				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1771							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1285	K06949	3.6.1.-	COG1162				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0166							
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0005		2.7.13.3	COG2202				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1585		2.1.1.182	COG0500				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1588	K01951	6.3.5.2	COG0518				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2942		4.1.1.20	COG0019				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0801	K00599	2.1.1.172	COG2227				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0428		2.7.7.47	COG1708				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2769							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1489	K07005		COG3467				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00754,K00721	2.4.1.-	COG1215				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1886							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00826,K00826,K02619,K00826,K00826,K02619	2.6.1.42	COG0115				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0283							
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG4740				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.1.-.-	COG0468				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3229	K00620	2.3.1.1,2.3.1.35	COG1364				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3230	K00930	2.7.2.8	COG0548				
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1281	K01673	4.2.1.1	COG0288				
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0								
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2343							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2340	K00754,K08884,K00908,K01277,K02208,K00476,K00908,K00908,K00908,K00754,K08287,K00908,K01179,K00754,K00908,K01768,K02350,K00575,K00908,K06026,K00908,K00908,K02350,K03797,K00908,K05345,K00575,K06026,K07126	2.4.-.-	COG0457				
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2341							
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2342							
